Name,Latitude,Longitude,Type,M,S,E,T,Building ID
Griffis North Union (Gr002),,,Energy Consumer,-11.0135819208384,1e-08,13201056000000.0,1e-08,5651.0
Amli Denargo Market,,,Energy Consumer,-16.023940840461957,1e-08,13125816000000.0,1e-08,5652.0
One Belleview Station,,,Energy Consumer,-24.90131296743984,1e-08,27781776000000.0,1e-08,5653.0
1401 Lawrence,,,Energy Consumer,-19.42826405668092,1e-08,17711496000000.0,1e-08,5654.0
2785 Speer - Greystar,,,Energy Consumer,-19.41207306793776,1e-08,17780400000000.0,1e-08,5656.0
Skyhouse Denver - 24033,,,Energy Consumer,-17.41162392497952,1e-08,18059184000000.0,1e-08,5657.0
Emery West Highlands - Greystar,,,Energy Consumer,-19.459848306628082,1e-08,18098784000000.0,1e-08,5658.0
Westend Apartments (Ws292),,,Energy Consumer,-21.444674608283762,1e-08,16794360000000.0,1e-08,5659.0
Gateway Park,,,Energy Consumer,-24.08658689998044,1e-08,16218576000000.0,1e-08,5660.0
Alara Union Station,,,Energy Consumer,-31.156506457157885,1e-08,27792072000000.0,1e-08,5661.0
Regency Plaza,,,Energy Consumer,-17.184707103270604,1e-08,21444984000000.0,1e-08,5662.0
Radius Uptown - 24032,,,Energy Consumer,-21.16284826191732,1e-08,15678432000000.0,1e-08,5664.0
The Den,,,Energy Consumer,-18.826860103007764,1e-08,16730208000000.0,1e-08,5665.0
Helen Bonfils Theatre Complex,,,Energy Consumer,-13.22662951494684,1e-08,9912672000000.0,1e-08,5667.0
Stanford Place Iii,,,Energy Consumer,-18.46212474444876,1e-08,23039280000000.0,1e-08,5668.0
Den01502 - Stapleton North 2,,,Energy Consumer,-12.9486810254382,1e-08,10062360000000.0,1e-08,5670.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5671.0
Enterprise Business Center 5,,,Energy Consumer,-7.9116739334920805,1e-08,4447872000000.0,1e-08,5673.0
Bottling Group Llc. Dba Pepsi Beverages Company,,,Energy Consumer,-108.56961786769632,1e-08,99182160000000.0,1e-08,5675.0
Cortland Gateway Park (Ly73),,,Energy Consumer,-18.70655791574556,1e-08,18138384000000.0,1e-08,5676.0
Brooks Tower Residences,,,Energy Consumer,-40.709850913461246,1e-08,28211040000000.0,1e-08,5678.0
Sentral Union Station (Nn023),,,Energy Consumer,-52.11252900464041,1e-08,45598608000000.0,1e-08,5679.0
Pepsi Center,,,Energy Consumer,-64.82112294931488,1e-08,57671856000000.0,1e-08,5680.0
1144 15Th Street,,,Energy Consumer,-29.095127853299637,1e-08,36067680000000.0,1e-08,5681.0
Bldg 04 - 610 S. Clinton St.,,,Energy Consumer,-3.30692966221068,1e-08,1844568000000.0,1e-08,5683.0
Wells Fargo Center (Denver),,,Energy Consumer,-47.679659620932604,1e-08,59500584000000.0,1e-08,5684.0
Dnvrcomd/Q0Co/1425 Champa St/Denver/Co,,,Energy Consumer,-80.63108901859644,1e-08,98658648000000.0,1e-08,5686.0
233001,,,Energy Consumer,-6.6826478944857595,1e-08,7826544000000.0,1e-08,5688.0
237003,,,Energy Consumer,-14.709309172655042,1e-08,16478352000000.0,1e-08,5689.0
235003,,,Energy Consumer,-9.6707382772986,1e-08,11802384000000.0,1e-08,5690.0
231001,,,Energy Consumer,-130.96032221746512,1e-08,113988600000000.0,1e-08,5692.0
Trenton,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5693.0
Infinity Lohi - Co (Lh67),,,Energy Consumer,-10.22195492416872,1e-08,7192152000000.0,1e-08,5696.0
62000026-Denver,,,Energy Consumer,-12.2674105234062,1e-08,11552112000000.0,1e-08,5697.0
Ritz Carlton Denver - Benchmarking,,,Energy Consumer,-44.4395480014422,1e-08,36074808000000.0,1e-08,5705.0
250 Columbine Association,,,Energy Consumer,-20.41050383388576,1e-08,19796040000000.0,1e-08,5715.0
Grant Park,,,Energy Consumer,-3.04027068964428,1e-08,3467376000000.0,1e-08,5717.0
Emanuel Grant Company Lllp,,,Energy Consumer,-10.365309548763118,1e-08,9691704000000.0,1e-08,5720.0
"Hillcrest Village Homeowners Association, Inc.",,,Energy Consumer,-2.4417861803218797,1e-08,1676664000000.0,1e-08,5721.0
Milehouse At Belleview Station,,,Energy Consumer,-25.607899106571598,1e-08,20553984000000.0,1e-08,5722.0
Colorado Center Retail,,,Energy Consumer,-17.71714333843848,1e-08,21801384000000.0,1e-08,5723.0
Hotel Teatro,,,Energy Consumer,-7.832787215268959,1e-08,6762888000000.0,1e-08,5744.0
"Us Motel Federal, Llc",,,Energy Consumer,-4.34414036830896,1e-08,3506976000000.0,1e-08,5745.0
Bldg 08 - 710 S. Clinton St.,,,Energy Consumer,-1.45609616029392,1e-08,832392000000.0,1e-08,5747.0
Bldg 06 - 650 S. Clinton St.,,,Energy Consumer,-2.86153161033708,1e-08,1774872000000.0,1e-08,5748.0
Bldg 10 - 720 S. Clinton St.,,,Energy Consumer,-3.046430842776,1e-08,1756656000000.0,1e-08,5749.0
Bldg 11 - 665 S. Clinton St.,,,Energy Consumer,-1.67477869506708,1e-08,1007424000000.0,1e-08,5750.0
Bldg 12 - 750 S. Clinton St.,,,Energy Consumer,-3.0368033549204396,1e-08,1690128000000.0,1e-08,5751.0
Bldg 14 - 775 S. Alton Way,,,Energy Consumer,-2.7604698390187203,1e-08,1606968000000.0,1e-08,5752.0
Bldg 16 - 785 S. Alton Way,,,Energy Consumer,-1.5199381021777199,1e-08,842688000000.0,1e-08,5753.0
Bldg 17 - 715 S. Clinton St.,,,Energy Consumer,-1.8937342782295203,1e-08,1051776000000.0,1e-08,5754.0
Bldg 18 - 795 S. Alton Way,,,Energy Consumer,-2.6477602538763603,1e-08,1657656000000.0,1e-08,5755.0
Bldg 20 - 755 S. Alton Way,,,Energy Consumer,-2.7722298052529997,1e-08,1649736000000.0,1e-08,5756.0
Bldg 26 - 745 S. Alton Way,,,Energy Consumer,-3.1256392474515597,1e-08,1625184000000.0,1e-08,5757.0
Bldg 27 - 750 S. Alton Way,,,Energy Consumer,-2.9212912255878,1e-08,1698840000000.0,1e-08,5758.0
Bldg 28 - 715 S. Alton Way,,,Energy Consumer,-3.00144601513656,1e-08,1762200000000.0,1e-08,5759.0
Bldg 29 - 740 S. Alton Way,,,Energy Consumer,-1.5212623024612801,1e-08,847440000000.0,1e-08,5760.0
Bldg 30 - 725 S. Alton Way,,,Energy Consumer,-2.7433919705382,1e-08,1624392000000.0,1e-08,5761.0
Bldg 32 - 695 S. Alton Way,,,Energy Consumer,-3.9609040822761603,1e-08,2098800000000.0,1e-08,5762.0
Bldg 34 - 705 S. Alton Way,,,Energy Consumer,-2.95637741608248,1e-08,1683792000000.0,1e-08,5763.0
Bldg 36 - 665 S. Alton Way,,,Energy Consumer,-2.7129971902744794,1e-08,1585584000000.0,1e-08,5764.0
Bldg 37 - 700 S. Alton Way,,,Energy Consumer,-2.9967912153349205,1e-08,1747152000000.0,1e-08,5765.0
Bldg 38 - 675 S. Alton Way,,,Energy Consumer,-2.70655639235316,1e-08,1605384000000.0,1e-08,5766.0
Bldg 39 - 710 S. Alton Way,,,Energy Consumer,-2.94429312575676,1e-08,1697256000000.0,1e-08,5767.0
Bldg 40 - 645 S. Alton Way,,,Energy Consumer,-2.7034866025794,1e-08,1559448000000.0,1e-08,5768.0
Bldg 41 - 680 S. Alton Way,,,Energy Consumer,-2.54175934527216,1e-08,1542816000000.0,1e-08,5769.0
Bldg 42 - 655 S. Alton Way,,,Energy Consumer,-3.2138562443677205,1e-08,1824768000000.0,1e-08,5770.0
Bldg 43 - 690 S. Alton Way,,,Energy Consumer,-3.0943621241895602,1e-08,1780416000000.0,1e-08,5771.0
Bldg 44 - 625 S. Alton Way,,,Energy Consumer,-3.51622294068276,1e-08,1896840000000.0,1e-08,5772.0
Bldg 45 - 660 S. Alton Way,,,Energy Consumer,-2.6636603637906,1e-08,1519848000000.0,1e-08,5773.0
Bldg 46 - 635 S. Alton Way,,,Energy Consumer,-3.52322534469996,1e-08,1889712000000.0,1e-08,5774.0
Bldg 47 - 650 S. Alton Way,,,Energy Consumer,-2.64687896593368,1e-08,1584792000000.0,1e-08,5775.0
Bldg 48 - 605 S. Alton Way,,,Energy Consumer,-3.06049378437396,1e-08,1692504000000.0,1e-08,5776.0
Bldg 49 - 610 S. Alton Way,,,Energy Consumer,-3.3514212513571207,1e-08,1839816000000.0,1e-08,5777.0
Bldg 50 - 615 S. Alton Way,,,Energy Consumer,-3.1281625184245203,1e-08,1730520000000.0,1e-08,5778.0
Bldg 51 - 620 S. Alton Way,,,Energy Consumer,-3.0620289957775206,1e-08,1732104000000.0,1e-08,5779.0
Bldg 52 - 585 S. Alton Way,,,Energy Consumer,-3.0957470956756796,1e-08,1736064000000.0,1e-08,5780.0
Bldg 53 - 9150 E. Center Ave.,,,Energy Consumer,-3.5318898833094,1e-08,1845360000000.0,1e-08,5781.0
Bldg 54 - 595 S. Alton Way,,,Energy Consumer,-2.7007529535198,1e-08,1653696000000.0,1e-08,5782.0
Bldg 56 - 9155 E. Center Ave.,,,Energy Consumer,-3.20717584331964,1e-08,1740816000000.0,1e-08,5783.0
Bldg 57 - 9300 E. Center Ave.,,,Energy Consumer,-3.2942685729884396,1e-08,1773288000000.0,1e-08,5784.0
Bldg 58 - 9315 E. Center Ave.,,,Energy Consumer,-3.3641594651437203,1e-08,1895256000000.0,1e-08,5785.0
Bldg 59 - 9320 E. Center Ave.,,,Energy Consumer,-1.3507588816621199,1e-08,744480000000.0,1e-08,5786.0
Bldg 60 - 9335 E. Center Ave.,,,Energy Consumer,-2.71572714663948,1e-08,1535688000000.0,1e-08,5787.0
Bldg 61 - 9340 E. Center Ave.,,,Energy Consumer,-3.5784838817499605,1e-08,1935648000000.0,1e-08,5788.0
Bldg 62 - 9355 E. Center Ave.,,,Energy Consumer,-2.65615037252424,1e-08,1584000000000.0,1e-08,5789.0
Bldg 63 - 9360 E. Center Ave.,,,Energy Consumer,-3.11048991510228,1e-08,1751112000000.0,1e-08,5790.0
Bldg 64 - 9385 E. Center Ave.,,,Energy Consumer,-3.72119460591168,1e-08,2155032000000.0,1e-08,5791.0
Bldg 65 - 9380 E. Center Ave.,,,Energy Consumer,-2.83811106410604,1e-08,1658448000000.0,1e-08,5792.0
Bldg 66 - 300 S. Clinton St.,,,Energy Consumer,-3.0087528026943597,1e-08,1777248000000.0,1e-08,5794.0
Bldg 68 - 350 S. Clinton St.,,,Energy Consumer,-3.4840327723045204,1e-08,2021976000000.0,1e-08,5795.0
Bldg 78 - 495 S. Dayton St.,,,Energy Consumer,-2.4763592972782797,1e-08,1561824000000.0,1e-08,5796.0
Bldg 80 - 9655 E. Center Ave.,,,Energy Consumer,-3.3069649010677202,1e-08,1809720000000.0,1e-08,5797.0
Bldg 82 - 9625 E. Center Ave.,,,Energy Consumer,-2.9565334588057204,1e-08,1925352000000.0,1e-08,5798.0
Bldg 84 - 580 S. Clinton St.,,,Energy Consumer,-2.87292420621144,1e-08,1685376000000.0,1e-08,5799.0
Bldg 55 - 9180 E. Center Ave.,,,Energy Consumer,-3.24115812914004,1e-08,1688544000000.0,1e-08,5800.0
Cpc - Fleet Maint - Bldg 5 - Solar,,,Energy Consumer,-7.28632602050472,1e-08,4512816000000.0,1e-08,5801.0
Cpc - Gary Price Ops - Bldg 2,,,Energy Consumer,-3.1523367963762,1e-08,2047320000000.0,1e-08,5802.0
Denver Municipal Animal Shelter,,,Energy Consumer,-7.02615395178936,1e-08,4515192000000.0,1e-08,5803.0
Boettcher Concert Hall,,,Energy Consumer,-27.21702580636752,1e-08,19222632000000.0,1e-08,5806.0
Ellie Caulkins Opera Hse - Newton Aud,,,Energy Consumer,-26.72883723149136,1e-08,16658136000000.0,1e-08,5807.0
Engineering Building,,,Energy Consumer,-17.161183056085203,1e-08,14378760000000.0,1e-08,5808.0
Residences At Fillmore Plaza,,,Energy Consumer,-2.36570253381684,1e-08,2168496000000.0,1e-08,5809.0
River Clay Condomminuims,,,Energy Consumer,-3.0302173813485602,1e-08,2464704000000.0,1e-08,5813.0
"Ascot Condominiuim Assn., Inc.",,,Energy Consumer,-1.8394430161536,1e-08,987624000000.0,1e-08,5814.0
Warehouse Building 2,,,Energy Consumer,-1.94194050713244,1e-08,940104000000.0,1e-08,5815.0
Taxi 2 Condos,,,Energy Consumer,-4.34122757080848,1e-08,4914360000000.0,1e-08,5816.0
Co0361 - Skyline Medical Offices,,,Energy Consumer,-10.245794432978519,1e-08,9913464000000.0,1e-08,5817.0
Jw Marriott Denver Cherry Creek,,,Energy Consumer,-25.05040287427584,1e-08,17350344000000.0,1e-08,5818.0
No 25 Downing Condominiums,,,Energy Consumer,-7.10089683363792,1e-08,6431832000000.0,1e-08,5819.0
Co0531 - Stapleton Support Services,,,Energy Consumer,-18.14419481747256,1e-08,15159672000000.0,1e-08,5820.0
Saint Joseph Hospital Medical Campus,,,Energy Consumer,-203.5166266563595,1e-08,151155576000000.0,1e-08,5821.0
62000001-Denver,,,Energy Consumer,-10.86586189819344,1e-08,11117304000000.0,1e-08,5822.0
Denver #1 - Walgreens,,,Energy Consumer,-3.7796007958387197,1e-08,4261752000000.0,1e-08,5824.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5827.0
Gravitas - 2450 Larimer Llc Dba The Ramble Hotel,,,Energy Consumer,-6.38808966466632,1e-08,4885056000000.0,1e-08,5828.0
Tangent (Tn003),,,Energy Consumer,-10.161054899319959,1e-08,8144928000000.0,1e-08,5829.0
50-Fifty Dtc,,,Energy Consumer,-10.5263414189244,1e-08,11163240000000.0,1e-08,5830.0
Residence Inn Dia/Convention Center,,,Energy Consumer,-5.560802527255559,1e-08,4837536000000.0,1e-08,5831.0
"Tower Road Lodging, Llc",,,Energy Consumer,-3.35311524862848,1e-08,2608056000000.0,1e-08,5832.0
Strata Denver,,,Energy Consumer,-8.214611942414521,1e-08,9448560000000.0,1e-08,5833.0
Sable Ridge Apartments - Avanath,,,Energy Consumer,-2.86763763911652,1e-08,2075040000000.0,1e-08,5834.0
Residence Inn Denver Stapleton,,,Energy Consumer,-6.433005280658401,1e-08,5570928000000.0,1e-08,5835.0
Enterprise Corporate Center 7,,,Energy Consumer,-8.80347508320384,1e-08,5877432000000.0,1e-08,5836.0
Enterprise Business Center 6,,,Energy Consumer,-15.78079747463616,1e-08,15664176000000.0,1e-08,5837.0
Co - Meadows At Montebello: Meadows At Montebello,,,Energy Consumer,-3.0359335670838,1e-08,2351448000000.0,1e-08,5838.0
Balfour At Stapleton,,,Energy Consumer,-4.2466605107526,1e-08,3975840000000.0,1e-08,5839.0
Tennyson Place,,,Energy Consumer,-1.8503284468010401,1e-08,1577664000000.0,1e-08,5840.0
Colewood Apartments (Cl082),,,Energy Consumer,-2.11280728908024,1e-08,1980792000000.0,1e-08,5841.0
Flight,,,Energy Consumer,-4.79511343947852,1e-08,5951088000000.0,1e-08,5842.0
The Source Hotel,,,Energy Consumer,-15.516850205972883,1e-08,11794464000000.0,1e-08,5843.0
Catalyst,,,Energy Consumer,-6.32857661590932,1e-08,7465392000000.0,1e-08,5844.0
Zeppelin Station,,,Energy Consumer,-6.30575154305892,1e-08,7045632000000.0,1e-08,5845.0
Modera River North (Md013),,,Energy Consumer,-9.10872155377908,1e-08,7637256000000.0,1e-08,5846.0
00113-Denver/Fox St & W 29Th Ave,,,Energy Consumer,-2.4041991915385204,1e-08,3000096000000.0,1e-08,5847.0
3618 Tejon Llc,,,Energy Consumer,-2.10032555931,1e-08,1958616000000.0,1e-08,5848.0
Lohi House - Co (Xl14),,,Energy Consumer,-5.940730686454559,1e-08,4896144000000.0,1e-08,5849.0
Riverview @ 1700 Platte,,,Energy Consumer,-10.81675623439152,1e-08,12713976000000.0,1e-08,5850.0
Slohi Flats,,,Energy Consumer,-3.7588208427633605,1e-08,3257496000000.0,1e-08,5851.0
Slohi Village,,,Energy Consumer,-1.22895292365324,1e-08,1356696000000.0,1e-08,5852.0
X@Sloans,,,Energy Consumer,-2.28542208714612,1e-08,2287296000000.0,1e-08,5853.0
4255 W Colfax Ave,,,Energy Consumer,-4.007672903429639,1e-08,3126816000000.0,1e-08,5854.0
Eliot Street Apartments,,,Energy Consumer,-2.96968799753208,1e-08,2472624000000.0,1e-08,5855.0
Little Raven,,,Energy Consumer,-9.081573179596559,1e-08,7826544000000.0,1e-08,5856.0
Amli Riverfront Green,,,Energy Consumer,-15.23878861450392,1e-08,14419152000000.0,1e-08,5857.0
16 Chestnut,,,Energy Consumer,-19.1166114995136,1e-08,18329256000000.0,1e-08,5858.0
The Lydian,,,Energy Consumer,-8.37567736334388,1e-08,8317584000000.0,1e-08,5860.0
Arapahoe Square - Co (Lx045),,,Energy Consumer,-20.48598810330444,1e-08,17488944000000.0,1e-08,5862.0
20Th Street Station Apartments (Lx022),,,Energy Consumer,-20.327560110363958,1e-08,15225408000000.0,1e-08,5864.0
Colorado Health Foundation,,,Energy Consumer,-2.40493773045852,1e-08,2377584000000.0,1e-08,5865.0
St. Francis Apartments At Cathedral Square,,,Energy Consumer,-2.45041590209652,1e-08,2570040000000.0,1e-08,5867.0
601 Broadway (Administration),,,Energy Consumer,-9.569538821224441,1e-08,10691208000000.0,1e-08,5868.0
Mariposa Phase Vii,,,Energy Consumer,-1.6702259191419602,1e-08,1739232000000.0,1e-08,5869.0
210 St Paul Collection,,,Energy Consumer,-9.314031786350041,1e-08,7948512000000.0,1e-08,5871.0
,,,Energy Consumer,-15.68300563713888,1e-08,12043944000000.0,1e-08,5872.0
Civica Cherry Creek,,,Energy Consumer,-7.516693507059,1e-08,9092160000000.0,1e-08,5873.0
Moxy,,,Energy Consumer,-0.0,1e-08,0.0,1e-08,5874.0
Gables Residences At Cherry Creek,,,Energy Consumer,-11.76919290651312,1e-08,8288280000000.0,1e-08,5875.0
The Henry - Co (Hn098),,,Energy Consumer,-20.98190211180048,1e-08,17099280000000.0,1e-08,5876.0
Westwood Crossing Lllp,,,Energy Consumer,-1.05358981125492,1e-08,1090584000000.0,1e-08,5877.0
Del Corazon (Dl032),,,Energy Consumer,-1.8756835429802399,1e-08,1466784000000.0,1e-08,5879.0
Sanderson Apartment,,,Energy Consumer,-1.45441988795664,1e-08,1794672000000.0,1e-08,5880.0
Muse - Greystar,,,Energy Consumer,-5.87907798494076,1e-08,5671512000000.0,1e-08,5881.0
705 Evans,,,Energy Consumer,-1.57684780124172,1e-08,1243440000000.0,1e-08,5882.0
Ash Street (Sh345),,,Energy Consumer,-6.563559970713599,1e-08,5029992000000.0,1e-08,5883.0
9Th & Colorado,,,Energy Consumer,-3.2445436970548798,1e-08,4048704000000.0,1e-08,5885.0
U-Haul Storage At South Havana (862050 ),,,Energy Consumer,-2.25200900382192,1e-08,1860408000000.0,1e-08,5886.0
Jp Yale Street Station,,,Energy Consumer,-6.5100132613746,1e-08,5277888000000.0,1e-08,5888.0
29239-Denver/Tamarac Pkwy & I225,,,Energy Consumer,-1.8173175506715602,1e-08,1781208000000.0,1e-08,5889.0
7575 Town Center,,,Energy Consumer,-20.404178142530398,1e-08,16412616000000.0,1e-08,5890.0
Maa River North,,,Energy Consumer,-18.625189706751236,1e-08,15033744000000.0,1e-08,5891.0
16Th And Pennsylvania Residences,,,Energy Consumer,-5.96837535879132,1e-08,6037416000000.0,1e-08,5892.0
Outlook Dtc,,,Energy Consumer,-6.3638585192178,1e-08,4138200000000.0,1e-08,5893.0
North Colorado Station,,,Energy Consumer,-19.383103878800764,1e-08,10584288000000.0,1e-08,5894.0
Gourmet Foods International,,,Energy Consumer,-4.592064824091721,1e-08,4928616000000.0,1e-08,5901.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5907.0
Luxe At Mile High (Lx112),,,Energy Consumer,-16.029564708832197,1e-08,12937320000000.0,1e-08,5908.0
Sienna Sloan'S Lake (Sn378),,,Energy Consumer,-2.3714034212458794,1e-08,2157408000000.0,1e-08,5912.0
Ogden Flats,,,Energy Consumer,-1.43600526403092,1e-08,1170576000000.0,1e-08,5913.0
La Villa De Barela,,,Energy Consumer,-5.01841226452392,1e-08,3158496000000.0,1e-08,5915.0
3280 North Downing St,,,Energy Consumer,-3.00794885032716,1e-08,2414016000000.0,1e-08,5916.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5922.0
Dwell Apts,,,Energy Consumer,-2.90556551636424,1e-08,1817640000000.0,1e-08,5927.0
Lincoln Center,,,Energy Consumer,-2.3826325890078,1e-08,1405800000000.0,1e-08,5930.0
Mercantile Commercial Llc,,,Energy Consumer,-4.75429249427004,1e-08,4806648000000.0,1e-08,5933.0
Eliot Street Center,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5937.0
"Blk220, Llc - 1800 Wazee",,,Energy Consumer,-20.7831694123566,1e-08,21521016000000.0,1e-08,5938.0
Clay/28Th Condominium Association,,,Energy Consumer,-1.0118327152125601,1e-08,799128000000.0,1e-08,5939.0
M A W,,,Energy Consumer,-1.05518452779432,1e-08,940896000000.0,1e-08,5942.0
Wonderland At City Park South Condominiums,,,Energy Consumer,-2.73046142011572,1e-08,1778040000000.0,1e-08,5946.0
The Cortona At Cc Hoa (Id: 5947),,,Energy Consumer,-1.5634787697118802,1e-08,1176912000000.0,1e-08,5947.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5948.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5953.0
Parkside At Cherry Creek,,,Energy Consumer,-1.3817685483295197,1e-08,1352736000000.0,1e-08,5955.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5957.0
Bag Factory Lofts,,,Energy Consumer,-1.13582232179676,1e-08,883080000000.0,1e-08,5964.0
The Park Of Woodstream Village,,,Energy Consumer,-6.61464776747124,1e-08,3927528000000.0,1e-08,5966.0
,,,Energy Consumer,-1.0550556e-06,1e-08,7920000000.0,1e-08,5975.0
Lexington Village Condos,,,Energy Consumer,-3.5573330766312004,1e-08,1936440000000.0,1e-08,5976.0
Lexington Square Condominium Association,,,Energy Consumer,-2.6025100797535203,1e-08,1272744000000.0,1e-08,5978.0
Canyon Club Condos,,,Energy Consumer,-15.810972275807279,1e-08,9185616000000.0,1e-08,5980.0
Monaco Village Condominiums,,,Energy Consumer,-2.5782282916362,1e-08,1572120000000.0,1e-08,5985.0
Avenue Lofts Association,,,Energy Consumer,-1.2283797119457602,1e-08,970200000000.0,1e-08,5990.0
Nccar4 - Mountain West Business Park - Bldg. 7,,,Energy Consumer,-2.7959831160202797,1e-08,2376000000000.0,1e-08,5992.0
Pena Sw Clinic,,,Energy Consumer,-4.18739835421728,1e-08,4161960000000.0,1e-08,5993.0
Denver Health Campus,,,Energy Consumer,-346.4434358059655,1e-08,233405568000000.0,1e-08,5998.0
Westside Clinic,,,Energy Consumer,-3.9285953256484802,1e-08,3417480000000.0,1e-08,5999.0
Saddlery,,,Energy Consumer,-2.8050109102728,1e-08,3072168000000.0,1e-08,6001.0
Rickenbaugh Cadillac Company,,,Energy Consumer,-9.331554571777081,1e-08,5220072000000.0,1e-08,6003.0
The Ranch At First Creek (Wt100),,,Energy Consumer,-14.02887321960264,1e-08,13245408000000.0,1e-08,6006.0
Edison At Rino,,,Energy Consumer,-17.28585538914816,1e-08,14335200000000.0,1e-08,6007.0
Platt Park,,,Energy Consumer,-12.9899943650952,1e-08,10480536000000.0,1e-08,6008.0
The Pullman (Pl208),,,Energy Consumer,-15.047718467366161,1e-08,13223232000000.0,1e-08,6009.0
Colab (Cl135),,,Energy Consumer,-21.348130479539037,1e-08,15714864000000.0,1e-08,6011.0
Radiant - Lmc,,,Energy Consumer,-20.99441169503856,1e-08,17817624000000.0,1e-08,6012.0
Gables Vista,,,Energy Consumer,-19.1492992321128,1e-08,14541912000000.0,1e-08,6013.0
Encore At Boulevard One,,,Energy Consumer,-23.371771221663117,1e-08,15778224000000.0,1e-08,6014.0
The Quincy (Tq36),,,Energy Consumer,-29.958461703823318,1e-08,24022152000000.0,1e-08,6015.0
Trivista On Speer (Tr220),,,Energy Consumer,-16.580389719063596,1e-08,14648832000000.0,1e-08,6016.0
